market_code,market_name,region,position,popularity,track_id,track_name,track_href,duration_ms,explicit,artist_id,artist_name,artist_followers,artist_popularity,artist_genres,album_id,album_name,album_type,release_date,total_tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,collection_date,collection_time
CL,Chile,LATAM,31,75,0qd7ACCc9z2mlTYgPRcnUJ,Tuss,https://open.spotify.com/track/0qd7ACCc9z2mlTYgPRcnUJ,221962,True,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,11681730,83,"reggaeton,reggaeton flow,trap latino,urbano latino",4l7IpfEVv21t2gxYnrRPKA,Tuss,single,2024-07-12,1,0.795,0.605,6,-4.722,1,0.0809,0.304,0.0,0.108,0.624,96.017,4,2024-10-31,09:05:00
CL,Chile,LATAM,32,78,2esZG2XFtuoWWA9AfDvSxy,Gata Only,https://open.spotify.com/track/2esZG2XFtuoWWA9AfDvSxy,222000,True,7CvTknweLr9feJtRGrpDBy,FloyyMenor,1048311,84,reggaeton chileno,6MikZBKCtKfPM4439yzBRz,EL COMIENZO,album,2024-08-09,7,0.794,0.5,8,-8.454,0,0.049,0.438,3e-05,0.0905,0.659,99.985,4,2024-10-31,09:05:01
CL,Chile,LATAM,33,77,2kvpHbQHp9QmcG9WhyLwco,Daytona,https://open.spotify.com/track/2kvpHbQHp9QmcG9WhyLwco,173785,True,1Yj5Xey7kTwvZla8sqdsdE,Cris Mj,4093373,88,"mambo chileno,trap latino,urbano chileno,urbano latino",5v3JncpvWjEDrGDeHJw9TL,Partyson,album,2023-11-09,17,0.776,0.737,1,-5.52,0,0.0636,0.0979,6.46e-05,0.0693,0.547,97.011,4,2024-10-31,09:05:02
CL,Chile,LATAM,34,85,1fTjqf10accJCDYstPwwZ6,Ohnana,https://open.spotify.com/track/1fTjqf10accJCDYstPwwZ6,156577,False,3UTF2no3muGdiFXVujl94i,Kapo,262954,80,,3IdVqIfyLPqxPZusYgifLo,Ohnana,single,2024-06-06,1,0.775,0.581,1,-3.621,0,0.108,0.617,8.33e-06,0.0957,0.658,104.977,4,2024-10-31,09:05:02
CL,Chile,LATAM,35,74,604IC2o3T3bxPu6C7Pimd7,QUE LE DE,https://open.spotify.com/track/604IC2o3T3bxPu6C7Pimd7,165631,False,3dC19P4w1BbDuwCailjybv,Nes,18128,68,,2f9UrdMcXrlf6Sw9UOe2bx,QUE LE DE,single,2024-07-26,1,0.734,0.697,11,-5.376,1,0.0733,0.344,1.68e-06,0.146,0.822,97.007,4,2024-10-31,09:05:03
CL,Chile,LATAM,36,61,7eDECObfvicrHyWQuevmHf,¿Cómo Estás?,https://open.spotify.com/track/7eDECObfvicrHyWQuevmHf,201290,True,1SiLK8gdECx2iEm2SSj0Bl,Ak4:20,843657,65,"urbano chileno,urbano latino",6J920kwSmmoFyTvKRRrlY6,¿Cómo Estás?,single,2024-10-17,1,0.713,0.842,5,-4.196,0,0.0763,0.229,0.0,0.112,0.723,93.018,4,2024-10-31,09:05:04
CL,Chile,LATAM,37,52,0zIWfaIRtpt2pO9LK5vU33,RIKISHI (feat. DJ Acres),https://open.spotify.com/track/0zIWfaIRtpt2pO9LK5vU33,128707,True,5NenY2Jl9wwLRxf86go4Y8,Fran C,110362,66,reggaeton chileno,3qUczz3rOOcmAfmzgCq7SH,HOT,album,2024-10-17,14,0.864,0.679,10,-5.898,0,0.0997,0.11,0.0,0.204,0.903,102.003,4,2024-10-31,09:05:05
CL,Chile,LATAM,38,66,7JwdbqIpiuWvGbRryKSuBz,Es un Secreto,https://open.spotify.com/track/7JwdbqIpiuWvGbRryKSuBz,190560,False,2jSGzJw0ebJLu7OLVSOcBP,Plan B,5108225,81,"reggaeton,trap latino,urbano latino",0qmyud8qe8LqaVQ1YQ7S5G,House Of Pleasure,album,2010-07-20,15,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,4,2024-10-31,09:05:06
CL,Chile,LATAM,39,84,4bw8mcDUSRWfQo63ZTYRnU,Según Quién,https://open.spotify.com/track/4bw8mcDUSRWfQo63ZTYRnU,142334,True,1r4hJ1h58CWwUQe3MxPuau,Maluma,34815387,86,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",3Fk8yQvPlCHgwR2pNhEIRA,Don Juan,album,2023-08-25,25,0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,3,2024-10-31,09:05:06
CL,Chile,LATAM,40,63,2gBLsoctq0gJn3dr3gl83x,Choka,https://open.spotify.com/track/2gBLsoctq0gJn3dr3gl83x,179086,True,5CAruGjgds3QlF5ICtEnnc,Jairo Vera,1336689,69,"mambo chileno,urbano chileno",3VN2NF0LHVaNzSgWqXSlKi,De Vuelta A La Calle,album,2024-08-29,14,0.788,0.781,9,-7.102,0,0.053,0.0739,0.0,0.123,0.905,100.014,4,2024-10-31,09:05:07
CL,Chile,LATAM,41,60,3ps5MDjfpA3wAbKMitNWgM,MIRALA,https://open.spotify.com/track/3ps5MDjfpA3wAbKMitNWgM,146633,True,3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,484543,79,"colombian pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",6Mceu7aQRzVzP9dx8tUd2T,MIRALA,single,2024-10-24,1,0.813,0.738,6,-1.681,1,0.123,0.058,2.82e-05,0.0843,0.801,87.989,4,2024-10-31,09:05:08
CL,Chile,LATAM,42,85,2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,https://open.spotify.com/track/2gmd7lY3QSzLh0xIY4cRvi,225373,True,6B1hSmaLdOvChinK2Z7gfi,Maisak,42790,72,,00ESTj1vBUkIbaTHaXaXu3,SE ME OLVIDA,single,2024-08-23,1,0.786,0.707,7,-4.386,0,0.0635,0.0399,0.0,0.121,0.691,82.045,4,2024-10-31,09:05:09
CL,Chile,LATAM,43,85,505v13epFXodT9fVAJ6h8k,AMARGURA,https://open.spotify.com/track/505v13epFXodT9fVAJ6h8k,170480,True,790FomKkXshlbRYZFtlgla,KAROL G,51524480,91,"reggaeton,reggaeton colombiano,urbano latino",4kS7bSuU0Jm9LYMosFU2x5,MAÑANA SERÁ BONITO,album,2023-02-24,17,0.912,0.7,6,-3.331,0,0.068,0.163,0.0,0.174,0.535,106.981,4,2024-10-31,09:05:10
CL,Chile,LATAM,44,66,2nwa6nS5lXnsvwX48RWkbS,Que Te Vaya Bien,https://open.spotify.com/track/2nwa6nS5lXnsvwX48RWkbS,175694,False,22QaKKmBIH3QiotuG30W3o,Santaferia,1365786,64,cumbia chilena,1OrDwd1kFtbDwlyv6LQ3qB,Que Te Vaya Bien,single,2022-09-02,1,0.638,0.935,2,-2.631,1,0.0582,0.0878,0.0,0.19,0.871,150.067,4,2024-10-31,09:05:11
CL,Chile,LATAM,45,64,6Dj22jpOiUm5DMjjEdeImQ,BEIA (Jere Klein),https://open.spotify.com/track/6Dj22jpOiUm5DMjjEdeImQ,131650,False,5cRpSxsBSMfrPgDuXDsys1,Prod Millones,1415,50,,2vOMwwbgBe7vCGfV18lmUv,BEIA (Jere Klein),single,2024-07-14,1,0.689,0.543,0,-4.648,1,0.405,0.00229,0.0,0.135,0.859,99.776,4,2024-10-31,09:05:11
CL,Chile,LATAM,46,80,4dLLdfiniBhDP9dlJQIOi4,"Perdonarte, ¿Para Qué?",https://open.spotify.com/track/4dLLdfiniBhDP9dlJQIOi4,193933,False,0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,7806801,79,"gruperas inmortales,musica mexicana,nu-cumbia,ranchera,tropical",1fXZxmn9aUIo5Zjx8zQFol,"Perdonarte, ¿Para Qué?",single,2024-05-23,1,0.672,0.702,11,-4.662,0,0.0314,0.168,0.0,0.0445,0.615,90.039,4,2024-10-31,09:05:12
CL,Chile,LATAM,47,83,3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,https://open.spotify.com/track/3tt9i3Hhzq84dPS8H7iSiJ,162637,False,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,14153672,84,"colombian pop,latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",7ubO2LZJZFpyhiWMZkRwcH,2000,album,2023-03-17,15,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,2024-10-31,09:05:13
CL,Chile,LATAM,48,70,4mnpgUTLYMs3XFpqTWxVyA,Gitana (feat. Bryartz),https://open.spotify.com/track/4mnpgUTLYMs3XFpqTWxVyA,221714,True,2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,1434588,72,"trap chileno,urbano chileno,urbano latino",1CCiPkCw8kCVIwXsNVQgJR,Los Gangsters Tambien Lloran,album,2024-03-29,8,0.77,0.712,6,-3.418,0,0.112,0.0405,0.0846,0.213,0.519,104.937,4,2024-10-31,09:05:14
CL,Chile,LATAM,49,67,3yLoXi85lSf04T3hL1EJI4,MUJER FINA,https://open.spotify.com/track/3yLoXi85lSf04T3hL1EJI4,146250,True,35oGZihZclGoTVuICPXRP9,Jere Klein,2261671,76,reggaeton chileno,4XVIEmQkAh94hMVod4yh3k,PROYECTO A-KLEIN,album,2024-05-30,7,0.842,0.689,10,-3.557,1,0.0965,0.032,0.0,0.0972,0.751,95.881,4,2024-10-31,09:05:15
CL,Chile,LATAM,50,70,6UNLWd8LUk9nNgmU6AcXct,CHINGON,https://open.spotify.com/track/6UNLWd8LUk9nNgmU6AcXct,134778,False,1PANUPmT5KUDGs3Xgkhw3T,Martinwhite,46039,60,urbano chileno,1G7CJQFdIdrwyI06JeinOe,CHINGON,single,2024-07-19,1,0.904,0.795,5,-3.086,1,0.203,0.2,0.0,0.122,0.589,130.077,4,2024-10-31,09:05:16
CO,Colombia,LATAM,1,81,13BDiikG6y5o5cQTK0HpW6,Soltera - W Sound 01,https://open.spotify.com/track/13BDiikG6y5o5cQTK0HpW6,142022,True,5uwa6tAMMfNbBFIHiI6NV4,W Sound,144167,68,,5UQC6N5rRND3GZKzysRdA4,Soltera (W Sound 01),single,2024-08-06,1,0.734,0.578,1,-4.147,1,0.295,0.155,0.000242,0.113,0.88,199.997,4,2024-10-31,09:05:17
CO,Colombia,LATAM,2,85,2btNsI4OvcVl7SAHQQDHFB,Mírame,https://open.spotify.com/track/2btNsI4OvcVl7SAHQQDHFB,157453,True,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,5241710,82,"reggaeton,urbano latino",5oCAS6VzHoESewtXUGMqbz,Mírame,single,2024-04-17,1,0.717,0.656,7,-4.449,1,0.0797,0.141,2.96e-05,0.0661,0.695,175.956,4,2024-10-31,09:05:18
CO,Colombia,LATAM,3,69,2ALQyXMC26Vew7JX7ert9M,POLOS OPUESTOS REMIX - BLESSD VERSION,https://open.spotify.com/track/2ALQyXMC26Vew7JX7ert9M,216000,True,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,5241710,82,"reggaeton,urbano latino",2o89OBJVbw4BdBeyVOGanN,POLOS OPUESTOS REMIX (BLESSD VERSION),single,2024-10-09,1,0.535,0.545,9,-7.98,0,0.2,0.39,0.0,0.0648,0.553,118.994,5,2024-10-31,09:05:18
CO,Colombia,LATAM,4,71,281YJmnThveWjsWVic9Ym6,Las Piponas (Remix),https://open.spotify.com/track/281YJmnThveWjsWVic9Ym6,244000,True,3i6lAgVHplDXb6zrjIeBeK,Kris R.,131846,66,trap colombiano,6FnnT3IOidLkfgQtrC2RJb,Las Piponas (Remix),single,2024-10-01,1,0.73,0.587,8,-4.978,1,0.083,0.0223,0.0,0.14,0.109,119.656,4,2024-10-31,09:05:19
CO,Colombia,LATAM,5,87,5QjmUqgpPQgXgg4606DqZF,UWAIE,https://open.spotify.com/track/5QjmUqgpPQgXgg4606DqZF,172427,False,3UTF2no3muGdiFXVujl94i,Kapo,262954,80,,5H7sO778w4hgr2v2600ajN,UWAIE,single,2024-08-15,1,0.705,0.783,9,-4.783,0,0.0403,0.138,0.0,0.0984,0.454,103.001,4,2024-10-31,09:05:20
CO,Colombia,LATAM,6,85,2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,https://open.spotify.com/track/2gmd7lY3QSzLh0xIY4cRvi,225373,True,6B1hSmaLdOvChinK2Z7gfi,Maisak,42790,72,,00ESTj1vBUkIbaTHaXaXu3,SE ME OLVIDA,single,2024-08-23,1,0.786,0.707,7,-4.386,0,0.0635,0.0399,0.0,0.121,0.691,82.045,4,2024-10-31,09:05:21
CO,Colombia,LATAM,7,88,7bywjHOc0wSjGGbj04XbVi,LUNA,https://open.spotify.com/track/7bywjHOc0wSjGGbj04XbVi,196800,False,2LRoIwlKmHjgvigdNGBHNo,Feid,14446012,92,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino",0lgs2Sa82lyX89nBUWyUy6,FERXXOCALIPSIS,album,2023-12-01,10,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,4,2024-10-31,09:05:22
CO,Colombia,LATAM,8,73,57pj5sOWSCAqZm088LMcE4,Oe Bebé,https://open.spotify.com/track/57pj5sOWSCAqZm088LMcE4,186463,True,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,5241710,82,"reggaeton,urbano latino",3L71xIS0NwOIMaM3OSWLPx,Oe Bebé,single,2024-06-05,1,0.751,0.739,9,-3.649,0,0.0789,0.133,0.0,0.141,0.795,94.065,4,2024-10-31,09:05:23
CO,Colombia,LATAM,9,81,08pbRBstuvH7ArRxeb8fwT,Hasta Aquí Llegué,https://open.spotify.com/track/08pbRBstuvH7ArRxeb8fwT,188887,False,1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,2698512,76,"colombian hip hop,mexican hip hop",7hYoXVqpRhN9ATvO8Kf3w5,Hasta Aquí Llegué,single,2024-07-18,1,0.641,0.657,11,-8.338,0,0.218,0.538,0.0,0.106,0.411,100.016,4,2024-10-31,09:05:23
CO,Colombia,LATAM,10,94,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,https://open.spotify.com/track/6WatFBLVB0x077xWeoVc2k,195824,False,790FomKkXshlbRYZFtlgla,KAROL G,51524480,91,"reggaeton,reggaeton colombiano,urbano latino",5ylbxH7EqpsmHZCRuiYewS,Si Antes Te Hubiera Conocido,single,2024-06-21,1,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4,2024-10-31,09:05:24
CO,Colombia,LATAM,11,91,1cOboCuWYI2osTOfolMRS6,Tu Boda,https://open.spotify.com/track/1cOboCuWYI2osTOfolMRS6,225880,True,3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,2956128,87,corrido,60cQzWfmdg4hyDXrpW6kOA,Tu Boda,single,2024-09-26,1,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3,2024-10-31,09:05:25
CO,Colombia,LATAM,12,76,0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),https://open.spotify.com/track/0qeIFEGRQqHoaJtLCl0U73,130880,True,7iK8PXO48WeuP03g8YR51W,Myke Towers,16972727,89,"reggaeton,trap latino,urbano latino",3pkIK8SI5mcUUjb9jNjx4H,LA PANTERA NEGRA (DELUXE),album,2024-10-17,30,0.744,0.709,6,-5.778,0,0.284,0.0501,0.0,0.0847,0.712,194.055,4,2024-10-31,09:05:26
CO,Colombia,LATAM,13,85,1fTjqf10accJCDYstPwwZ6,Ohnana,https://open.spotify.com/track/1fTjqf10accJCDYstPwwZ6,156577,False,3UTF2no3muGdiFXVujl94i,Kapo,262954,80,,3IdVqIfyLPqxPZusYgifLo,Ohnana,single,2024-06-06,1,0.775,0.581,1,-3.621,0,0.108,0.617,8.33e-06,0.0957,0.658,104.977,4,2024-10-31,09:05:27
CO,Colombia,LATAM,14,77,60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,https://open.spotify.com/track/60u6hcpH5Qm1M3xESdNBrB,165178,False,7a0XAaPaK2aDSqa8p3QnC7,Beéle,845110,79,"reggaeton colombiano,trap latino,urbano latino",0Wf0E2diHQJRdkPR12BcXs,Frente al Mar,single,2024-09-26,1,0.75,0.682,10,-3.825,1,0.0945,0.168,1.28e-06,0.112,0.618,100.036,4,2024-10-31,09:05:28
CO,Colombia,LATAM,15,89,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,https://open.spotify.com/track/0Sr7ssScx54yxdM2ols7nW,224022,True,3E12tRURRvPfHz0hAMCFYc,Omar Courtz,376316,82,"trap boricua,trap latino,urbano latino",3C5uwdRE5QRoXSGPPxpDd4,PRIMERA MUSA,album,2024-09-20,17,0.56,0.681,6,-6.304,0,0.244,0.103,0.0,0.106,0.388,155.079,4,2024-10-31,09:05:28
CO,Colombia,LATAM,16,83,63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,https://open.spotify.com/track/63pLfjK6FvcYJYMGwtHjd6,207746,True,2LRoIwlKmHjgvigdNGBHNo,Feid,14446012,92,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino",1kZGpaXOeB48TPT2JatjvC,SORRY 4 THAT MUCH,single,2024-06-07,1,0.819,0.675,7,-4.281,1,0.0727,0.0318,0.0,0.289,0.602,92.99,4,2024-10-31,09:05:29
CO,Colombia,LATAM,17,76,7chTH3GBjjAyagf0SPCZDL,SI SABE FERXXO,https://open.spotify.com/track/7chTH3GBjjAyagf0SPCZDL,152500,True,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,5241710,82,"reggaeton,urbano latino",7ot6ebVthlYG3wXzLaZ5NF,SI SABE,album,2024-01-25,14,0.726,0.831,8,-2.035,0,0.12,0.0139,3.71e-06,0.0891,0.489,95.997,4,2024-10-31,09:05:30
CO,Colombia,LATAM,18,85,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,162767,True,4q3ewBCX7sLwd24euuV69X,Bad Bunny,86611333,95,"reggaeton,trap latino,urbano latino",4FftCsAcXXD1nFO9RFUNFO,nadie sabe lo que va a pasar mañana,album,2023-10-13,22,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,4,2024-10-31,09:05:31
CO,Colombia,LATAM,19,86,3OJDtCdYs8QJnui708tEU3,Soltera,https://open.spotify.com/track/3OJDtCdYs8QJnui708tEU3,214642,False,0EmeFodog0BfCgMzAIvKQp,Shakira,35127033,88,"colombian pop,dance pop,latin pop,pop",0VRb8B2ls0GDEfmKiL8FWJ,Soltera,single,2024-09-25,1,0.841,0.752,2,-4.735,1,0.105,0.167,0.00046,0.949,0.67,100.076,4,2024-10-31,09:05:32
CO,Colombia,LATAM,20,69,3KwYiawBfqngH7eaUHQn2N,FDSR,https://open.spotify.com/track/3KwYiawBfqngH7eaUHQn2N,188181,False,7j6DKwmjbxvpQO8h914uEz,Ryan Castro,3126435,79,"reggaeton,trap colombiano,trap latino,urbano latino",7klplPJ1UEKbEsUtm5FK0z,FDSR,single,2024-10-10,1,0.798,0.656,0,-2.897,0,0.181,0.0163,9.39e-06,0.0917,0.658,175.926,4,2024-10-31,09:05:32
CO,Colombia,LATAM,21,82,5pVJ3IlnpIorU44oXizzG5,Orion,https://open.spotify.com/track/5pVJ3IlnpIorU44oXizzG5,240964,False,2NfSBtmWe7oPw1EmetJVso,Boza,623792,71,"panamanian pop,reggaeton,urbano latino",2FWRFIH8Agbw8JGG4hbdG6,Orion,single,2024-05-29,1,0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,4,2024-10-31,09:05:33
CO,Colombia,LATAM,22,84,4bw8mcDUSRWfQo63ZTYRnU,Según Quién,https://open.spotify.com/track/4bw8mcDUSRWfQo63ZTYRnU,142334,True,1r4hJ1h58CWwUQe3MxPuau,Maluma,34815387,86,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",3Fk8yQvPlCHgwR2pNhEIRA,Don Juan,album,2023-08-25,25,0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,3,2024-10-31,09:05:34
CO,Colombia,LATAM,23,76,2llFXBrftm6YJzBj3tpk0s,Doblexxó,https://open.spotify.com/track/2llFXBrftm6YJzBj3tpk0s,176720,True,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,37314594,88,"reggaeton,reggaeton colombiano,trap latino,urbano latino",1hUqwHvAVIEXMXqIrkHgPo,Rayo,album,2024-08-09,15,0.787,0.775,1,-4.607,0,0.0699,0.0373,0.0,0.116,0.826,99.008,4,2024-10-31,09:05:35
CO,Colombia,LATAM,24,83,6a9Z1jUms915w4O7N1PxjY,Santa,https://open.spotify.com/track/6a9Z1jUms915w4O7N1PxjY,193038,False,1fctva4kpRbg2k3v7kwRuS,Rvssian,2505121,76,"reggaeton,reggaeton flow,trap latino,urbano latino",3uzutRS5qX4ng5Skjh5S6W,Santa,single,2024-04-03,2,0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4,2024-10-31,09:05:36
CO,Colombia,LATAM,25,81,2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,https://open.spotify.com/track/2CeKVsFFXG4QzA415QygGb,155960,False,2LRoIwlKmHjgvigdNGBHNo,Feid,14446012,92,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino",7pijRxgRaBirPz6wDaJIp9,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,2022-09-14,15,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,2024-10-31,09:05:37
CO,Colombia,LATAM,26,69,3DY25d8SrkLEI6Xugzf6tT,GODIVA,https://open.spotify.com/track/3DY25d8SrkLEI6Xugzf6tT,219358,True,3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,484543,79,"colombian pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",7vc6473A7yNq5PtNh6Zor9,GODIVA,single,2024-03-13,1,0.685,0.812,0,-2.414,1,0.057,0.201,0.0,0.086,0.739,173.978,4,2024-10-31,09:05:37
CO,Colombia,LATAM,27,100,2plbrEY59IikOBgBGLjaoe,Die With A Smile,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,251667,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,32416547,92,"art pop,dance pop,pop",10FLjwfpbxLmW8c25Xyc2N,Die With A Smile,single,2024-08-16,1,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3,2024-10-31,09:05:38
CO,Colombia,LATAM,28,85,505v13epFXodT9fVAJ6h8k,AMARGURA,https://open.spotify.com/track/505v13epFXodT9fVAJ6h8k,170480,True,790FomKkXshlbRYZFtlgla,KAROL G,51524480,91,"reggaeton,reggaeton colombiano,urbano latino",4kS7bSuU0Jm9LYMosFU2x5,MAÑANA SERÁ BONITO,album,2023-02-24,17,0.912,0.7,6,-3.331,0,0.068,0.163,0.0,0.174,0.535,106.981,4,2024-10-31,09:05:39
CO,Colombia,LATAM,29,65,3vpvKFigw8bNApZzuOleGe,Movimiento de Caderas,https://open.spotify.com/track/3vpvKFigw8bNApZzuOleGe,190000,False,2xmhyxkjpGNBeWXVMeVWHb,Rayo & Toby,484904,54,"reggaeton,reggaeton colombiano",5vGRW22g9I9zEE67PL1B5r,The SexyTrip,album,2023-12-26,10,0.72,0.578,9,-6.784,0,0.48,0.103,0.0,0.119,0.671,180.132,4,2024-10-31,09:05:40
CO,Colombia,LATAM,30,73,0W2pF7zyj9dwZVK1RoUyjh,WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),https://open.spotify.com/track/0W2pF7zyj9dwZVK1RoUyjh,390545,True,17SY5q1CMOZJBRuPcKWwPI,J Abdiel,149713,73,"trap latino,urbano latino",1FyZ8Mho4TRJ9oR0IrE23P,WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),single,2024-06-21,1,0.529,0.528,0,-6.704,0,0.0846,0.306,0.0,0.604,0.364,110.175,4,2024-10-31,09:05:41
CO,Colombia,LATAM,31,68,02AZnoKXGEeOrTI9xrtOsg,Sicaria,https://open.spotify.com/track/02AZnoKXGEeOrTI9xrtOsg,204649,True,6h9lS66Ib3dOiz3Gg6PpI1,MEL GRANDA,17975,55,,1q5gZnMxww9ZoQxC0MRtec,Sicaria,single,2024-03-14,1,0.849,0.748,9,-3.356,0,0.175,0.409,0.0,0.108,0.371,102.103,4,2024-10-31,09:05:42
CO,Colombia,LATAM,32,79,0rNqDh9zWWJVTLS4VfceHP,Brickell,https://open.spotify.com/track/0rNqDh9zWWJVTLS4VfceHP,180360,True,2LRoIwlKmHjgvigdNGBHNo,Feid,14446012,92,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino",5WTsC6KDdxp9xVQrAMIU6c,MANIFESTING 20-05,single,2024-04-10,5,0.805,0.89,11,-1.502,0,0.0634,0.0704,0.0,0.121,0.489,93.037,4,2024-10-31,09:05:42
CO,Colombia,LATAM,33,69,3u2jlo9kygiIAq7SPVuw6S,Dile a Tu Amiga,https://open.spotify.com/track/3u2jlo9kygiIAq7SPVuw6S,214120,True,3jGlU8UMMo44I2xeLQ6FD3,Dalmata,1906294,64,"reggaeton,urbano latino",6q8dHB9YC18YbIqU2Q0j7X,Dile a Tu Amiga,single,2011-12-13,1,0.794,0.576,2,-12.111,1,0.0591,0.225,0.00381,0.0854,0.914,94.993,4,2024-10-31,09:05:43
CO,Colombia,LATAM,34,76,1pLCpA1RN8avJxSD3ZCwhj,Pa' Que La Pases Bien,https://open.spotify.com/track/1pLCpA1RN8avJxSD3ZCwhj,214120,False,4SsVbpTthjScTS7U2hmr1X,Arcángel,15532228,84,"latin hip hop,reggaeton,trap latino,urbano latino",5MLBEmgDNIltSfxvXesq9s,El Fenomeno,album,2008-12-08,21,0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008,4,2024-10-31,09:05:44
CO,Colombia,LATAM,35,50,5rRYtMoEDY3HrvV13jcsom,Yo Te Quiero (feat. Chris Jonex),https://open.spotify.com/track/5rRYtMoEDY3HrvV13jcsom,195535,False,2P5WbTImnPSJQV4ZbQuQZ3,Bimbo el Oso Mañoso,5028,42,,30l1FG5sTXJH2ZLBeAkXWn,Yo Te Quiero (feat. Chris Jonex),single,2024-10-25,1,0.805,0.698,10,-7.078,0,0.13,0.349,4.4e-06,0.0743,0.769,112.026,4,2024-10-31,09:05:45
CO,Colombia,LATAM,36,72,05sO6FK8E9l2cfwnEUTjHq,CUAL ES ESA,https://open.spotify.com/track/05sO6FK8E9l2cfwnEUTjHq,172506,True,2LRoIwlKmHjgvigdNGBHNo,Feid,14446012,92,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino",0lgs2Sa82lyX89nBUWyUy6,FERXXOCALIPSIS,album,2023-12-01,10,0.916,0.481,6,-4.483,0,0.194,0.0179,0.0,0.121,0.714,95.998,4,2024-10-31,09:05:46
CO,Colombia,LATAM,37,95,5vNRhkKd0yEAg8suGBpjeY,APT.,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,169917,False,3eVa5w3URK5duf6eyVDbu9,ROSÉ,7632823,82,k-pop,2IYQwwgxgOIn7t3iF6ufFD,APT.,single,2024-10-18,1,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4,2024-10-31,09:05:47
